
07/09/24,Mobile Purchase Sign Based 07/06 10:27p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24189 Misc Transportation,Transportation,Public,2.9,0,
07/09/24,Mobile Purchase Sign Based 07/07 07:10p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24190 Misc Transportation,Transportation,Public,2.9,0,
07/11/24,Debit Card Purchase 07/09 08:32a #7164 DD/BR #346983 NEW YORK NY 24192 Restaurant/Bar,Food,Restaurant,9.35,0,
07/11/24,Debit Card Purchase 07/09 08:56p #7164 TST* AOI KITCHEN New York NY 24192 Restaurant/Bar,Food,Restaurant,28.26,0,2446.52
07/11/24,Mobile Purchase Sign Based 07/09 02:49p #7164 D2723 SQ *AMBO New York NY 24192 Restaurant/Bar,Food,Restaurant,14.14,0,
07/11/24,Mobile Purchase Sign Based 07/09 07:17p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24192 Misc Transportation,Transportation,Public,2.9,0,
07/12/24,Debit Card Purchase 07/10 08:32a #7164 DD/BR #346983 NEW YORK NY 24193 Restaurant/Bar,Food,Restaurant,9.34,0,
07/12/24,Mobile Purchase Sign Based 07/10 02:58p #7164 D2723 TST* UNCLE TEDS MODERN New York NY 24193 Restaurant/Bar,Food,Restaurant,34.25,0,
07/12/24,Mobile Purchase Sign Based 07/10 07:06p #7164 D2723 SQ *DORADO TACOS & QUE New York NY 24193 Restaurant/Bar,Food,Restaurant,30.46,0,
07/12/24,Zelle Debit PAY ID:CTIEkoa6HkJn ORG ID:JPM NAME:SHREY TAYAL,Miscellaneous,Digital Payment,1500,0,
07/12/24,Debit Card Purchase 07/09 11:18p #7164 RALLY OURBUS NEW YORK NY 24193 Misc Business Services,Transportation,Public,91.08,0,716.41
07/12/24,Debit Card Purchase 07/10 11:58a #7164 RALLY OURBUS NEW YORK NY 24193 Misc Business Services,Transportation,Public,64.98,0,
07/15/24,Debit Card Purchase 07/11 08:37a #7164 DD/BR #346983 NEW YORK NY 24194 Restaurant/Bar,Food,Restaurant,9.34,0,
07/15/24,Mobile Purchase Sign Based 07/11 03:12p #7164 D2723 SQ *AMBO New York NY 24194 Restaurant/Bar,Food,Restaurant,14.14,0,730.77
07/15/24,Debit Card Purchase Return 07/11 #7164 RALLY OURBUS NEW YORK NY 24194 Misc Business Services,Income,,0,47.34,
07/15/24,Mobile Purchase Sign Based 07/11 05:33p #7164 D2723 TARGET 00034116 NEW YORK NY 24194 Retail stores,Miscellaneous,Retail,6.6,0,
07/15/24,Mobile Purchase Sign Based 07/11 05:36p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24194 Misc Transportation,Transportation,Public,2.9,0,
07/16/24,Mobile Purchase Sign Based 07/12 08:28p #7164 D2723 BURGER KING #17582 Q07 NEWARK DE 24196 Restaurant/Bar,Food,Restaurant,13.18,0,696.53
07/16/24,Mobile Purchase Sign Based 07/12 12:31p #7164 D2723 CHIPOTLE ONLINE CHIPOTLE.COM CA 24195 Restaurant/Bar,Food,Restaurant,12.36,0,
07/16/24,Mobile Purchase Sign Based 07/12 05:20p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24195 Misc Transportation,Transportation,Public,2.9,0,
07/16/24,Mobile Purchase Sign Based 07/12 10:45a #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24195 Misc Transportation,Transportation,Public,2.9,0,
07/16/24,Mobile Purchase Sign Based 07/14 09:29p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24197 Misc Transportation,Transportation,Public,2.9,0,
07/17/24,Debit Card Purchase 07/15 08:23a #7164 DD/BR #346983 NEW YORK NY 24198 Restaurant/Bar,Food,Restaurant,9.34,0,
07/17/24,Mobile Purchase Sign Based 07/15 02:41p #7164 D2723 CHIPOTLE ONLINE CHIPOTLE.COM CA 24198 Restaurant/Bar,Food,Restaurant,12.36,0,
07/17/24,Mobile Purchase Sign Based 07/15 07:58p #7164 D2723 TST* 16 HANDLES - EAST NEW YORK NY 24198 Restaurant/Bar,Food,Restaurant,14.97,0,501.71
07/17/24,Zelle Debit PAY ID:CTInhfTw5oWB ORG ID:BAC NAME:KAI CHUNG WA,Miscellaneous,Digital Payment,158.15,0,
07/18/24,Debit Card Purchase 07/16 08:39a #7164 DD/BR #346983 NEW YORK NY 24199 Restaurant/Bar,Food,Restaurant,8.26,0,
07/18/24,Mobile Purchase Sign Based 07/16 01:58p #7164 D2723 CHIPOTLE ONLINE CHIPOTLE.COM CA 24199 Restaurant/Bar,Food,Restaurant,12.19,0,473.11
07/18/24,Mobile Purchase Sign Based 07/16 07:07p #7164 Amazon Prime*RS54B6TF2 8882804331 WA 24199 Misc Mail & Phone orders,Miscellaneous,Retail,8.15,0,
07/19/24,Debit Card Purchase 07/17 03:29p #7164 TST* UNCLE TEDS MODERN New York NY 24200 Restaurant/Bar,Food,Restaurant,16.49,0,
07/19/24,Debit Card Purchase 07/17 03:30p #7164 DUNKIN #354629 Q35 NEW YORK NY 24200 Restaurant/Bar,Food,Restaurant,9.01,0,
07/19/24,Debit Card Purchase 07/17 08:37a #7164 DD/BR #346983 NEW YORK NY 24200 Restaurant/Bar,Food,Restaurant,9.35,0,
07/19/24,Mobile Purchase Sign Based 07/16 10:30p #7164 D2723 KYURAMEN (NY-UNION SQU CHICAGO IL 24200 Restaurant/Bar,Food,Restaurant,51.36,0,298.77
07/19/24,Mobile Purchase Sign Based 07/17 08:04p #7164 D2723 SQ *DORADO TACOS & QUE New York NY 24200 Restaurant/Bar,Food,Restaurant,15.23,0,
07/19/24,Zelle Debit PAY ID:CTIL4MWqdlff ORG ID:JPM NAME:MAXIMILIAN C,Miscellaneous,Digital Payment,14,0,
07/19/24,Zelle Debit PAY ID:CTIlaaG3dcbd ORG ID:JPM NAME:SHREY TAYAL,Miscellaneous,Digital Payment,56,0,
07/19/24,Mobile Purchase Sign Based 07/16 09:42p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24200 Misc Transportation,Transportation,Public,2.9,0,
07/22/24,Debit Card Purchase 07/18 08:50a #7164 DD/BR #346983 NEW YORK NY 24201 Restaurant/Bar,Food,Restaurant,11.74,0,
07/22/24,Mobile Purchase PIN Based D2723 MORTON WILLIAMS NEW YORK NYUS07154,Food,Food & Beverage,2.29,0,
07/22/24,Mobile Purchase Sign Based 07/18 03:28p #7164 D2723 TST* DIG INN- 691 BROA NEW YORK NY 24201 Restaurant/Bar,Food,Restaurant,13.77,0,233.97
07/22/24,Zelle Debit PAY ID:CTI4ng6wCfo6 ORG ID:JPM NAME:RYAN LEE,Miscellaneous,Digital Payment,10,0,
07/22/24,Zelle Debit PAY ID:CTIrAP5bPJrH ORG ID:JPM NAME:LEO HAN,Miscellaneous,Digital Payment,14,0,
07/22/24,Zelle Debit PAY ID:CTIzxbxPghrB ORG ID:JPM NAME:LEO HAN,Miscellaneous,Digital Payment,13,0,
07/23/24,Debit Card Purchase 07/21 03:05p #7164 DUNKIN #354629 Q35 NEW YORK NY 24204 Restaurant/Bar,Food,Restaurant,5.65,0,
07/23/24,Mobile Purchase Sign Based 07/19 01:20p #7164 D2723 SQ *KORE COFFEE New York NY 24202 Restaurant/Bar,Food,Restaurant,6.26,0,
07/23/24,Mobile Purchase Sign Based 07/19 02:32p #7164 D2723 SQ *DREAMERS New York NY 24202 Restaurant/Bar,Food,Restaurant,4.5,0,
07/23/24,Mobile Purchase Sign Based 07/20 07:33p #7164 D2723 Subway 1859 New York NY 24203 Restaurant/Bar,Food,Restaurant,14.36,0,
07/23/24,Mobile Purchase Sign Based 07/20 10:26a #7164 D2723 SQ *THINK COFFEE MERCE New York NY 24203 Restaurant/Bar,Food,Restaurant,6.5,0,
07/23/24,Mobile Purchase Sign Based 07/20 11:24a #7164 D2723 SQ *ME CHICKEN RICE New York NY 24203 Restaurant/Bar,Food,Restaurant,12.96,0,
07/23/24,Debit Card Purchase 07/19 03:40p #7164 GOODREC.COM BEAVERTON OR 24202,Miscellaneous,Entertainment,21.99,0,157.86
07/23/24,Foreign Transaction Fee ALP*SH Metro Fastpass Shanghai CHN24204,Transportation,Private,0.03,0,
07/23/24,Debit Card Purchase 07/20 04:07a #7164 ALP*SH Metro Fastpass Shanghai CHN24204 Misc Transportation,Transportation,Public,0.96,0,
07/23/24,Mobile Purchase Sign Based 07/19 04:16p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24202 Misc Transportation,Transportation,Public,2.9,0,
07/24/24,Debit Card Purchase 07/21 01:51p #7164 TUE THAI FOOD NEW YORK NY 24205 Restaurant/Bar,Food,Restaurant,21.84,0,120.96
07/24/24,Debit Card Purchase 07/22 07:26a #7164 DD/BR #346983 NEW YORK NY 24205 Restaurant/Bar,Food,Restaurant,11.74,0,
07/24/24,Foreign Transaction Fee ALP*SH Metro Fastpass Shanghai CHN24205,Transportation,Private,0.01,0,
07/24/24,Debit Card Purchase 07/21 12:58a #7164 ALP*SH Metro Fastpass Shanghai CHN24205 Misc Transportation,Transportation,Public,0.41,0,
07/24/24,Mobile Purchase Sign Based 07/22 06:37p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24205 Misc Transportation,Transportation,Public,2.9,0,
07/25/24,Debit Card Purchase 07/23 08:34p #7164 TST* BENEMON New York NY 24206 Restaurant/Bar,Food,Restaurant,24.53,0,590.63
07/25/24,Transfer From Money Market 08:24a #7164 ONLINE Reference # 004565,Income,,0,500,
07/25/24,Transfer to Checking 08:24a #7164 ONLINE Reference # 004565,Miscellaneous,Digital Payment,500,0,2085
07/25/24,Mobile Purchase Sign Based 07/23 04:57p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24206 Misc Transportation,Transportation,Public,2.9,0,
07/25/24,Mobile Purchase Sign Based 07/23 12:14a #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24206 Misc Transportation,Transportation,Public,2.9,0,
07/26/24,Debit Card Purchase 07/24 08:45a #7164 DD/BR #346983 NEW YORK NY 24207 Restaurant/Bar,Food,Restaurant,6.52,0,
07/26/24,Debit Card Purchase 07/24 09:45a #7164 DD/BR #346983 NEW YORK NY 24207 Restaurant/Bar,Food,Restaurant,9.01,0,
07/26/24,Mobile Purchase Sign Based 07/23 12:10p #7164 D2723 NYU STARBUCKS CAFE QPS NEW YORK NY 24207 Restaurant/Bar,Food,Restaurant,4.3,0,
07/26/24,Mobile Purchase Sign Based 07/24 01:25p #7164 D2723 CHIPOTLE ONLINE CHIPOTLE.COM CA 24207 Restaurant/Bar,Food,Restaurant,12.36,0,552.64
07/26/24,Mobile Purchase Sign Based 07/24 06:29p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24207 Misc Transportation,Transportation,Public,2.9,0,
07/26/24,Mobile Purchase Sign Based 07/24 09:24p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24207 Misc Transportation,Transportation,Public,2.9,0,
07/29/24,Debit Card Purchase 07/24 10:01p #7164 KYURAMEN (NY-UNION SQU CHICAGO IL 24208 Restaurant/Bar,Food,Restaurant,57.79,0,488.44
07/29/24,Mobile Purchase Sign Based 07/25 08:29a #7164 D2723 DUNKIN #354629 Q35 NEW YORK NY 24208 Restaurant/Bar,Food,Restaurant,6.41,0,
07/29/24,"Interest paid for 29 days, Annual Percentage Yield Earned 0.03%",Income,,0,0.05,2085.05
07/30/24,Debit Card Purchase 07/25 03:02p #7164 TUE THAI FOOD NEW YORK NY 24209 Restaurant/Bar,Food,Restaurant,34.56,0,356
07/30/24,Mobile Purchase Sign Based 07/26 03:26p #7164 D2723 KEY FOODS #0566 NEW YORK NY 24209 Food & Beverages,Food,Food & Beverage,5.19,0,
07/30/24,Mobile Purchase Sign Based 07/26 09:42a #7164 D2723 KEY FOODS #0566 NEW YORK NY 24209 Food & Beverages,Food,Food & Beverage,1.95,0,
07/30/24,Mobile Purchase Sign Based 07/27 06:46p #7164 D2723 JOE AND SALS CROWNE HE BROOKLYN NY 24211 Restaurant/Bar,Food,Restaurant,32.72,0,
07/30/24,Mobile Purchase Sign Based 07/27 12:36p #7164 D2723 CARIBBEAN SWEET SPICE BROOKLYN NY 24211 Restaurant/Bar,Food,Restaurant,16.37,0,
07/30/24,Mobile Purchase Sign Based 07/28 01:20p #7164 D2723 BAHH MI PLACE CORP BROOKLYN NY 24211 Restaurant/Bar,Food,Restaurant,11.26,0,
07/30/24,Mobile Purchase Sign Based 07/28 09:40p #7164 D2723 KEY FOODS #0566 NEW YORK NY 24211 Food & Beverages,Food,Food & Beverage,6.79,0,
07/30/24,Monthly Service Fee,Miscellaneous,Fee,12,0,
07/30/24,Debit Card Purchase 07/26 11:41p #7164 OMNYPYG* 877-789-6669 NY 24209 Misc Transportation,Transportation,Public,2.9,0,
07/30/24,Mobile Purchase Sign Based 07/26 06:45p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24209 Misc Transportation,Transportation,Public,2.9,0,
07/30/24,Mobile Purchase Sign Based 07/26 12:21a #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24209 Misc Transportation,Transportation,Public,2.9,0,
07/30/24,Mobile Purchase Sign Based 07/28 03:34p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24211 Misc Transportation,Transportation,Public,2.9,0,
07/31/24,Mobile Purchase Sign Based 07/29 02:08p #7164 D2723 CHIPOTLE ONLINE CHIPOTLE.COM CA 24212 Restaurant/Bar,Food,Restaurant,12.36,0,329
07/31/24,Mobile Purchase Sign Based 07/29 08:29a #7164 D2723 DD/BR #346983 NEW YORK NY 24212 Restaurant/Bar,Food,Restaurant,11.74,0,
07/31/24,Mobile Purchase Sign Based 07/29 08:14p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24212 Misc Transportation,Transportation,Public,2.9,0,
